Date,Open,Close
2008-01-02 00:00:00-05:00,105.125,105.5078125
2008-01-03 00:00:00-05:00,105.484375,105.59375
2008-01-04 00:00:00-05:00,105.609375,105.796875
2008-01-07 00:00:00-05:00,105.75,105.71875
2008-01-08 00:00:00-05:00,105.71875,105.71875
2008-01-09 00:00:00-05:00,105.8671875,105.890625
2008-01-10 00:00:00-05:00,105.796875,105.8515625
2008-01-11 00:00:00-05:00,105.8515625,106.0625
2008-01-14 00:00:00-05:00,106.109375,106.078125
2008-01-15 00:00:00-05:00,106.0859375,106.140625
2008-01-16 00:00:00-05:00,106.25,106.1875
2008-01-17 00:00:00-05:00,106.1484375,106.3046875
2008-01-18 00:00:00-05:00,106.359375,106.453125
2008-01-22 00:00:00-05:00,106.625,106.77999877929688
2008-01-23 00:00:00-05:00,106.90625,106.921875
2008-01-24 00:00:00-05:00,106.6171875,106.4765625
2008-01-25 00:00:00-05:00,106.3203125,106.53125
2008-01-28 00:00:00-05:00,106.546875,106.546875
2008-01-29 00:00:00-05:00,106.484375,106.421875
2008-01-30 00:00:00-05:00,106.3671875,106.4140625
2008-01-31 00:00:00-05:00,106.6640625,106.609375
2008-02-01 00:00:00-05:00,106.7265625,106.7578125
2008-02-04 00:00:00-05:00,106.7734375,106.8359375
2008-02-05 00:00:00-05:00,106.828125,107.03125
2008-02-06 00:00:00-05:00,107.0625,106.984375
2008-02-07 00:00:00-05:00,107.046875,106.9296875
2008-02-08 00:00:00-05:00,106.84375,107.046875
2008-02-11 00:00:00-05:00,107.046875,107.1015625
2008-02-12 00:00:00-05:00,107.1328125,107.0546875
2008-02-13 00:00:00-05:00,107.140625,107.1875
2008-02-14 00:00:00-05:00,107.140625,107.171875
2008-02-15 00:00:00-05:00,107.1640625,107.140625
2008-02-19 00:00:00-05:00,107.1171875,106.875
2008-02-20 00:00:00-05:00,106.8203125,106.6640625
2008-02-21 00:00:00-05:00,106.6796875,106.96875
2008-02-22 00:00:00-05:00,106.9921875,106.9921875
2008-02-25 00:00:00-05:00,106.875,106.7578125
2008-02-26 00:00:00-05:00,106.75,106.8984375
2008-02-27 00:00:00-05:00,106.9296875,106.9375
2008-02-28 00:00:00-05:00,106.9375,107.203125
2008-02-29 00:00:00-05:00,107.359375,107.65625
2008-03-03 00:00:00-05:00,107.671875,107.71875
2008-03-04 00:00:00-05:00,107.609375,107.6875
2008-03-05 00:00:00-05:00,107.6328125,107.5546875
2008-03-06 00:00:00-05:00,107.640625,107.6484375
2008-03-07 00:00:00-05:00,107.8515625,107.7734375
2008-03-10 00:00:00-04:00,107.7421875,107.8359375
2008-03-11 00:00:00-04:00,107.640625,107.453125
2008-03-12 00:00:00-04:00,107.4921875,107.6328125
2008-03-13 00:00:00-04:00,107.8515625,107.65625
2008-03-14 00:00:00-04:00,107.75,108.0234375
2008-03-17 00:00:00-04:00,108.015625,108.1171875
2008-03-18 00:00:00-04:00,107.9296875,107.6484375
2008-03-19 00:00:00-04:00,107.734375,107.7890625
2008-03-20 00:00:00-04:00,107.6875,107.734375
2008-03-24 00:00:00-04:00,107.515625,107.28125
2008-03-25 00:00:00-04:00,107.34375,107.390625
2008-03-26 00:00:00-04:00,107.4921875,107.484375
2008-03-27 00:00:00-04:00,107.53125,107.4609375
2008-03-28 00:00:00-04:00,107.625,107.6015625
2008-03-31 00:00:00-04:00,107.6953125,107.546875
2008-04-01 00:00:00-04:00,107.4296875,107.0390625
2008-04-02 00:00:00-04:00,107.015625,106.8671875
2008-04-03 00:00:00-04:00,106.828125,106.84375
2008-04-04 00:00:00-04:00,106.8984375,107.0078125
2008-04-07 00:00:00-04:00,107.015625,106.8203125
2008-04-08 00:00:00-04:00,106.8515625,106.96875
2008-04-09 00:00:00-04:00,106.9375,107.2265625
2008-04-10 00:00:00-04:00,107.1875,107.0703125
2008-04-11 00:00:00-04:00,107.03125,107.25
2008-04-14 00:00:00-04:00,107.28125,107.21875
2008-04-15 00:00:00-04:00,107.203125,107.0703125
2008-04-16 00:00:00-04:00,106.9921875,106.7734375
2008-04-17 00:00:00-04:00,106.8125,106.515625
2008-04-18 00:00:00-04:00,106.546875,106.3984375
2008-04-21 00:00:00-04:00,106.4765625,106.4296875
2008-04-22 00:00:00-04:00,106.4140625,106.34375
2008-04-23 00:00:00-04:00,106.34375,106.3671875
2008-04-24 00:00:00-04:00,106.34375,106.0234375
2008-04-25 00:00:00-04:00,106.046875,106.0078125
2008-04-28 00:00:00-04:00,106.0234375,106.1171875
2008-04-29 00:00:00-04:00,106.1484375,106.1484375
2008-04-30 00:00:00-04:00,106.1328125,106.34375
2008-05-01 00:00:00-04:00,106.328125,106.171875
2008-05-02 00:00:00-04:00,106.1171875,105.9921875
2008-05-05 00:00:00-04:00,105.984375,106.0703125
2008-05-06 00:00:00-04:00,106.0546875,106.140625
2008-05-07 00:00:00-04:00,106.1171875,106.2265625
2008-05-08 00:00:00-04:00,106.234375,106.3671875
2008-05-09 00:00:00-04:00,106.4140625,106.4140625
2008-05-12 00:00:00-04:00,106.40625,106.2890625
2008-05-13 00:00:00-04:00,106.2421875,105.9140625
2008-05-14 00:00:00-04:00,105.9140625,105.796875
2008-05-15 00:00:00-04:00,105.859375,105.984375
2008-05-16 00:00:00-04:00,106.0,106.015625
2008-05-19 00:00:00-04:00,106.0234375,106.109375
2008-05-20 00:00:00-04:00,106.1328125,106.296875
2008-05-21 00:00:00-04:00,106.28125,106.1171875
2008-05-22 00:00:00-04:00,106.1171875,105.8671875
2008-05-23 00:00:00-04:00,105.890625,106.1484375
2008-05-27 00:00:00-04:00,106.1484375,106.0234375
2008-05-28 00:00:00-04:00,106.015625,105.828125
2008-05-29 00:00:00-04:00,105.8046875,105.78125
2008-05-30 00:00:00-04:00,105.765625,105.84375
2008-06-02 00:00:00-04:00,105.8125,106.1015625
2008-06-03 00:00:00-04:00,106.1015625,106.296875
2008-06-04 00:00:00-04:00,106.296875,106.296875
2008-06-05 00:00:00-04:00,106.25,106.1796875
2008-06-06 00:00:00-04:00,106.1171875,106.3359375
2008-06-09 00:00:00-04:00,106.328125,105.71875
2008-06-10 00:00:00-04:00,105.296875,105.40625
2008-06-11 00:00:00-04:00,105.4140625,105.6171875
2008-06-12 00:00:00-04:00,105.5859375,105.2421875
2008-06-13 00:00:00-04:00,105.171875,105.1640625
